users,p50,p90,p99,fails,failpct,rps,estado
25,9,35,170,0,0.0,87.20857473151214,OK
50,88,190,810,0,0.0,117.61362488390144,Aviso
75,130,290,1100,4552,26.4,144.19728336142154,QUEBRA
