timestamp,snapshot,pod,cpu,ram
18:08:55,81,checkoutservice-5b6d96c9b7-fwtng,2m,37Mi
18:08:55,81,shippingservice-f956b6d9f-m2h7g,2m,15Mi
18:08:55,81,paymentservice-9bfb7bf5-x4kz9,2m,66Mi
18:08:55,81,paymentservice-9bfb7bf5-w2dt7,2m,68Mi
18:08:55,81,paymentservice-9bfb7bf5-9mdwz,2m,126Mi
18:08:55,81,shippingservice-f956b6d9f-ml5cg,2m,31Mi
18:08:55,81,checkoutservice-5b6d96c9b7-lwnbx,1m,15Mi
18:08:55,81,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:08:55,81,productcatalogservice-65bbf699df-2hv25,1m,19Mi
18:08:55,81,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:09:06,82,adservice-574bff445c-4w7zh,27m,188Mi
18:09:06,82,currencyservice-7c8fc8fc9c-6tsnv,20m,100Mi
18:09:06,82,recommendationservice-7444754ff5-kk4vc,19m,80Mi
18:09:06,82,frontend-7bd6f45654-jwp2b,15m,21Mi
18:09:06,82,frontend-7bd6f45654-dnhzb,14m,43Mi
18:09:06,82,productcatalogservice-65bbf699df-d9cxl,14m,43Mi
18:09:06,82,currencyservice-7c8fc8fc9c-rtbz4,13m,124Mi
18:09:06,82,cartservice-db96d6fcc-tsdhc,11m,145Mi
18:09:06,82,cartservice-db96d6fcc-6kndn,10m,126Mi
18:09:06,82,cartservice-db96d6fcc-x6v6f,10m,95Mi
18:09:06,82,adservice-574bff445c-2zzqg,8m,147Mi
18:09:06,82,recommendationservice-7444754ff5-w69fs,6m,54Mi
18:09:06,82,recommendationservice-7444754ff5-w769g,5m,51Mi
18:09:06,82,emailservice-66944ff59-zvg4w,5m,56Mi
18:09:06,82,adservice-574bff445c-k5l76,5m,275Mi
18:09:06,82,frontend-7bd6f45654-xmsf8,5m,21Mi
18:09:06,82,emailservice-66944ff59-xh284,4m,56Mi
18:09:06,82,emailservice-66944ff59-62x8j,4m,56Mi
18:09:06,82,checkoutservice-5b6d96c9b7-fwtng,3m,37Mi
18:09:06,82,paymentservice-9bfb7bf5-w2dt7,3m,68Mi
18:09:06,82,paymentservice-9bfb7bf5-x4kz9,3m,66Mi
18:09:06,82,paymentservice-9bfb7bf5-9mdwz,3m,126Mi
18:09:06,82,currencyservice-7c8fc8fc9c-s92sq,3m,72Mi
18:09:06,82,redis-cart-c8ff86559-gpcc7,3m,36Mi
18:09:06,82,productcatalogservice-65bbf699df-2hv25,2m,19Mi
18:09:06,82,productcatalogservice-65bbf699df-8ztwv,2m,19Mi
18:09:06,82,shippingservice-f956b6d9f-m2h7g,2m,15Mi
18:09:06,82,shippingservice-f956b6d9f-ml5cg,2m,31Mi
18:09:06,82,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:09:06,82,checkoutservice-5b6d96c9b7-lwnbx,1m,15Mi
18:09:06,82,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:09:16,83,cartservice-db96d6fcc-x6v6f,31m,98Mi
18:09:16,83,adservice-574bff445c-4w7zh,21m,194Mi
18:09:16,83,cartservice-db96d6fcc-6kndn,17m,126Mi
18:09:16,83,recommendationservice-7444754ff5-kk4vc,16m,80Mi
18:09:16,83,currencyservice-7c8fc8fc9c-6tsnv,14m,100Mi
18:09:16,83,frontend-7bd6f45654-jwp2b,12m,21Mi
18:09:16,83,frontend-7bd6f45654-dnhzb,12m,43Mi
18:09:16,83,productcatalogservice-65bbf699df-d9cxl,11m,43Mi
18:09:16,83,currencyservice-7c8fc8fc9c-rtbz4,10m,124Mi
18:09:16,83,cartservice-db96d6fcc-tsdhc,10m,145Mi
18:09:16,83,recommendationservice-7444754ff5-w69fs,6m,54Mi
18:09:16,83,adservice-574bff445c-2zzqg,6m,147Mi
18:09:16,83,adservice-574bff445c-k5l76,5m,275Mi
18:09:16,83,emailservice-66944ff59-62x8j,4m,56Mi
18:09:16,83,emailservice-66944ff59-zvg4w,4m,56Mi
18:09:16,83,recommendationservice-7444754ff5-w769g,4m,51Mi
18:09:16,83,redis-cart-c8ff86559-gpcc7,3m,36Mi
18:09:16,83,emailservice-66944ff59-xh284,3m,56Mi
18:09:16,83,frontend-7bd6f45654-xmsf8,3m,21Mi
18:09:16,83,checkoutservice-5b6d96c9b7-fwtng,2m,37Mi
18:09:16,83,shippingservice-f956b6d9f-m2h7g,2m,15Mi
18:09:16,83,paymentservice-9bfb7bf5-w2dt7,2m,68Mi
18:09:16,83,productcatalogservice-65bbf699df-8ztwv,2m,19Mi
18:09:16,83,paymentservice-9bfb7bf5-9mdwz,2m,126Mi
18:09:16,83,currencyservice-7c8fc8fc9c-s92sq,2m,72Mi
18:09:16,83,shippingservice-f956b6d9f-ml5cg,2m,31Mi
18:09:16,83,checkoutservice-5b6d96c9b7-lwnbx,1m,15Mi
18:09:16,83,productcatalogservice-65bbf699df-2hv25,1m,19Mi
18:09:16,83,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:09:16,83,paymentservice-9bfb7bf5-x4kz9,1m,66Mi
18:09:16,83,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:09:26,84,cartservice-db96d6fcc-x6v6f,31m,98Mi
18:09:26,84,adservice-574bff445c-4w7zh,21m,194Mi
18:09:26,84,cartservice-db96d6fcc-6kndn,17m,126Mi
18:09:26,84,recommendationservice-7444754ff5-kk4vc,16m,80Mi
18:09:26,84,currencyservice-7c8fc8fc9c-6tsnv,14m,100Mi
18:09:26,84,frontend-7bd6f45654-jwp2b,12m,21Mi
18:09:26,84,frontend-7bd6f45654-dnhzb,12m,43Mi
18:09:26,84,productcatalogservice-65bbf699df-d9cxl,11m,43Mi
18:09:26,84,currencyservice-7c8fc8fc9c-rtbz4,10m,124Mi
18:09:26,84,cartservice-db96d6fcc-tsdhc,10m,145Mi
18:09:26,84,recommendationservice-7444754ff5-w69fs,6m,54Mi
18:09:26,84,adservice-574bff445c-2zzqg,6m,147Mi
18:09:26,84,adservice-574bff445c-k5l76,5m,275Mi
18:09:26,84,emailservice-66944ff59-62x8j,4m,56Mi
18:09:26,84,emailservice-66944ff59-zvg4w,4m,56Mi
18:09:26,84,recommendationservice-7444754ff5-w769g,4m,51Mi
18:09:26,84,redis-cart-c8ff86559-gpcc7,3m,36Mi
18:09:26,84,emailservice-66944ff59-xh284,3m,56Mi
18:09:26,84,frontend-7bd6f45654-xmsf8,3m,21Mi
18:09:26,84,checkoutservice-5b6d96c9b7-fwtng,2m,37Mi
18:09:26,84,shippingservice-f956b6d9f-m2h7g,2m,15Mi
18:09:26,84,paymentservice-9bfb7bf5-w2dt7,2m,68Mi
18:09:26,84,productcatalogservice-65bbf699df-8ztwv,2m,19Mi
18:09:26,84,paymentservice-9bfb7bf5-9mdwz,2m,126Mi
18:09:26,84,currencyservice-7c8fc8fc9c-s92sq,2m,72Mi
18:09:26,84,shippingservice-f956b6d9f-ml5cg,2m,31Mi
18:09:26,84,checkoutservice-5b6d96c9b7-lwnbx,1m,15Mi
18:09:26,84,productcatalogservice-65bbf699df-2hv25,1m,19Mi
18:09:26,84,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:09:26,84,paymentservice-9bfb7bf5-x4kz9,1m,66Mi
18:09:26,84,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:09:36,85,currencyservice-7c8fc8fc9c-6tsnv,18m,100Mi
18:09:36,85,recommendationservice-7444754ff5-kk4vc,18m,80Mi
18:09:36,85,adservice-574bff445c-4w7zh,16m,194Mi
18:09:36,85,currencyservice-7c8fc8fc9c-rtbz4,15m,124Mi
18:09:36,85,frontend-7bd6f45654-dnhzb,15m,43Mi
18:09:36,85,cartservice-db96d6fcc-tsdhc,13m,145Mi
18:09:36,85,productcatalogservice-65bbf699df-d9cxl,11m,43Mi
18:09:36,85,frontend-7bd6f45654-jwp2b,11m,21Mi
18:09:36,85,cartservice-db96d6fcc-6kndn,10m,127Mi
18:09:36,85,recommendationservice-7444754ff5-w69fs,7m,54Mi
18:09:36,85,adservice-574bff445c-k5l76,7m,275Mi
18:09:36,85,paymentservice-9bfb7bf5-w2dt7,6m,68Mi
18:09:36,85,frontend-7bd6f45654-xmsf8,6m,21Mi
18:09:36,85,currencyservice-7c8fc8fc9c-s92sq,6m,72Mi
18:09:36,85,emailservice-66944ff59-zvg4w,5m,56Mi
18:09:36,85,adservice-574bff445c-2zzqg,5m,147Mi
18:09:36,85,emailservice-66944ff59-62x8j,5m,56Mi
18:09:36,85,cartservice-db96d6fcc-x6v6f,5m,98Mi
18:09:36,85,emailservice-66944ff59-xh284,4m,56Mi
18:09:36,85,recommendationservice-7444754ff5-w769g,4m,51Mi
18:09:36,85,paymentservice-9bfb7bf5-x4kz9,4m,66Mi
18:09:36,85,checkoutservice-5b6d96c9b7-fwtng,3m,37Mi
18:09:36,85,productcatalogservice-65bbf699df-8ztwv,3m,19Mi
18:09:36,85,paymentservice-9bfb7bf5-9mdwz,3m,126Mi
18:09:36,85,redis-cart-c8ff86559-gpcc7,3m,36Mi
18:09:36,85,shippingservice-f956b6d9f-m2h7g,2m,15Mi
18:09:36,85,shippingservice-f956b6d9f-g5j6b,2m,15Mi
18:09:36,85,shippingservice-f956b6d9f-ml5cg,2m,31Mi
18:09:36,85,checkoutservice-5b6d96c9b7-lwnbx,1m,15Mi
18:09:36,85,productcatalogservice-65bbf699df-2hv25,1m,19Mi
18:09:36,85,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:09:46,86,adservice-574bff445c-2zzqg,8m,147Mi
18:09:46,86,recommendationservice-7444754ff5-kk4vc,5m,80Mi
18:09:46,86,recommendationservice-7444754ff5-w69fs,5m,54Mi
18:09:46,86,emailservice-66944ff59-62x8j,4m,56Mi
18:09:46,86,emailservice-66944ff59-xh284,4m,56Mi
18:09:46,86,emailservice-66944ff59-zvg4w,4m,56Mi
18:09:46,86,recommendationservice-7444754ff5-w769g,4m,51Mi
18:09:46,86,adservice-574bff445c-4w7zh,4m,194Mi
18:09:46,86,redis-cart-c8ff86559-gpcc7,4m,36Mi
18:09:46,86,cartservice-db96d6fcc-6kndn,3m,127Mi
18:09:46,86,cartservice-db96d6fcc-x6v6f,3m,98Mi
18:09:46,86,paymentservice-9bfb7bf5-w2dt7,3m,68Mi
18:09:46,86,currencyservice-7c8fc8fc9c-6tsnv,2m,100Mi
18:09:46,86,currencyservice-7c8fc8fc9c-s92sq,2m,72Mi
18:09:46,86,paymentservice-9bfb7bf5-9mdwz,2m,126Mi
18:09:46,86,cartservice-db96d6fcc-tsdhc,2m,145Mi
18:09:46,86,paymentservice-9bfb7bf5-x4kz9,2m,66Mi
18:09:46,86,checkoutservice-5b6d96c9b7-lwnbx,1m,15Mi
18:09:46,86,frontend-7bd6f45654-xmsf8,1m,21Mi
18:09:46,86,frontend-7bd6f45654-jwp2b,1m,21Mi
18:09:46,86,frontend-7bd6f45654-dnhzb,1m,43Mi
18:09:46,86,productcatalogservice-65bbf699df-2hv25,1m,19Mi
18:09:46,86,productcatalogservice-65bbf699df-8ztwv,1m,19Mi
18:09:46,86,productcatalogservice-65bbf699df-d9cxl,1m,43Mi
18:09:46,86,currencyservice-7c8fc8fc9c-rtbz4,1m,124Mi
18:09:46,86,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:09:46,86,checkoutservice-5b6d96c9b7-fwtng,1m,37Mi
18:09:46,86,adservice-574bff445c-k5l76,1m,275Mi
18:09:46,86,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:09:46,86,shippingservice-f956b6d9f-m2h7g,1m,15Mi
18:09:46,86,shippingservice-f956b6d9f-ml5cg,1m,31Mi
18:09:56,87,adservice-574bff445c-2zzqg,8m,147Mi
18:09:56,87,recommendationservice-7444754ff5-kk4vc,5m,80Mi
18:09:56,87,recommendationservice-7444754ff5-w69fs,5m,54Mi
18:09:56,87,emailservice-66944ff59-62x8j,4m,56Mi
18:09:56,87,emailservice-66944ff59-xh284,4m,56Mi
18:09:56,87,emailservice-66944ff59-zvg4w,4m,56Mi
18:09:56,87,recommendationservice-7444754ff5-w769g,4m,51Mi
18:09:56,87,adservice-574bff445c-4w7zh,4m,194Mi
18:09:56,87,redis-cart-c8ff86559-gpcc7,4m,36Mi
18:09:56,87,cartservice-db96d6fcc-6kndn,3m,127Mi
18:09:56,87,cartservice-db96d6fcc-x6v6f,3m,98Mi
18:09:56,87,paymentservice-9bfb7bf5-w2dt7,3m,68Mi
18:09:56,87,currencyservice-7c8fc8fc9c-6tsnv,2m,100Mi
18:09:56,87,currencyservice-7c8fc8fc9c-s92sq,2m,72Mi
18:09:56,87,paymentservice-9bfb7bf5-9mdwz,2m,126Mi
18:09:56,87,cartservice-db96d6fcc-tsdhc,2m,145Mi
18:09:56,87,paymentservice-9bfb7bf5-x4kz9,2m,66Mi
18:09:56,87,checkoutservice-5b6d96c9b7-lwnbx,1m,15Mi
18:09:56,87,frontend-7bd6f45654-xmsf8,1m,21Mi
18:09:56,87,frontend-7bd6f45654-jwp2b,1m,21Mi
18:09:56,87,frontend-7bd6f45654-dnhzb,1m,43Mi
18:09:56,87,productcatalogservice-65bbf699df-2hv25,1m,19Mi
18:09:56,87,productcatalogservice-65bbf699df-8ztwv,1m,19Mi
18:09:56,87,productcatalogservice-65bbf699df-d9cxl,1m,43Mi
18:09:56,87,currencyservice-7c8fc8fc9c-rtbz4,1m,124Mi
18:09:56,87,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:09:56,87,checkoutservice-5b6d96c9b7-fwtng,1m,37Mi
18:09:56,87,adservice-574bff445c-k5l76,1m,275Mi
18:09:56,87,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:09:56,87,shippingservice-f956b6d9f-m2h7g,1m,15Mi
18:09:56,87,shippingservice-f956b6d9f-ml5cg,1m,31Mi
18:10:07,88,cartservice-db96d6fcc-6kndn,9m,128Mi
18:10:07,88,cartservice-db96d6fcc-x6v6f,5m,99Mi
18:10:07,88,adservice-574bff445c-4w7zh,5m,194Mi
18:10:07,88,recommendationservice-7444754ff5-kk4vc,5m,80Mi
18:10:07,88,adservice-574bff445c-2zzqg,5m,150Mi
18:10:07,88,recommendationservice-7444754ff5-w769g,4m,51Mi
18:10:07,88,emailservice-66944ff59-62x8j,4m,56Mi
18:10:07,88,recommendationservice-7444754ff5-w69fs,4m,54Mi
18:10:07,88,emailservice-66944ff59-zvg4w,4m,56Mi
18:10:07,88,emailservice-66944ff59-xh284,4m,56Mi
18:10:07,88,paymentservice-9bfb7bf5-x4kz9,3m,66Mi
18:10:07,88,currencyservice-7c8fc8fc9c-s92sq,3m,72Mi
18:10:07,88,redis-cart-c8ff86559-gpcc7,3m,36Mi
18:10:07,88,paymentservice-9bfb7bf5-w2dt7,3m,68Mi
18:10:07,88,currencyservice-7c8fc8fc9c-rtbz4,2m,124Mi
18:10:07,88,currencyservice-7c8fc8fc9c-6tsnv,2m,100Mi
18:10:07,88,checkoutservice-5b6d96c9b7-tvvwl,2m,15Mi
18:10:07,88,cartservice-db96d6fcc-tsdhc,2m,145Mi
18:10:07,88,adservice-574bff445c-k5l76,2m,275Mi
18:10:07,88,paymentservice-9bfb7bf5-9mdwz,2m,126Mi
18:10:07,88,checkoutservice-5b6d96c9b7-lwnbx,1m,15Mi
18:10:07,88,productcatalogservice-65bbf699df-2hv25,1m,19Mi
18:10:07,88,productcatalogservice-65bbf699df-8ztwv,1m,19Mi
18:10:07,88,productcatalogservice-65bbf699df-d9cxl,1m,43Mi
18:10:07,88,frontend-7bd6f45654-xmsf8,1m,21Mi
18:10:07,88,frontend-7bd6f45654-jwp2b,1m,21Mi
18:10:07,88,frontend-7bd6f45654-dnhzb,1m,43Mi
18:10:07,88,checkoutservice-5b6d96c9b7-fwtng,1m,37Mi
18:10:07,88,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:10:07,88,shippingservice-f956b6d9f-m2h7g,1m,15Mi
18:10:07,88,shippingservice-f956b6d9f-ml5cg,1m,31Mi
18:10:17,89,currencyservice-7c8fc8fc9c-6tsnv,6m,99Mi
18:10:17,89,adservice-574bff445c-2zzqg,6m,150Mi
18:10:17,89,currencyservice-7c8fc8fc9c-s92sq,6m,74Mi
18:10:17,89,cartservice-db96d6fcc-6kndn,5m,128Mi
18:10:17,89,recommendationservice-7444754ff5-w69fs,4m,54Mi
18:10:17,89,recommendationservice-7444754ff5-kk4vc,4m,80Mi
18:10:17,89,emailservice-66944ff59-zvg4w,3m,56Mi
18:10:17,89,adservice-574bff445c-4w7zh,3m,194Mi
18:10:17,89,redis-cart-c8ff86559-gpcc7,3m,36Mi
18:10:17,89,recommendationservice-7444754ff5-w769g,3m,51Mi
18:10:17,89,checkoutservice-5b6d96c9b7-lwnbx,3m,16Mi
18:10:17,89,cartservice-db96d6fcc-x6v6f,3m,99Mi
18:10:17,89,emailservice-66944ff59-62x8j,3m,56Mi
18:10:17,89,emailservice-66944ff59-xh284,3m,56Mi
18:10:17,89,cartservice-db96d6fcc-tsdhc,3m,145Mi
18:10:17,89,paymentservice-9bfb7bf5-w2dt7,2m,68Mi
18:10:17,89,adservice-574bff445c-k5l76,2m,275Mi
18:10:17,89,productcatalogservice-65bbf699df-d9cxl,1m,43Mi
18:10:17,89,frontend-7bd6f45654-jwp2b,1m,21Mi
18:10:17,89,frontend-7bd6f45654-xmsf8,1m,21Mi
18:10:17,89,paymentservice-9bfb7bf5-x4kz9,1m,66Mi
18:10:17,89,productcatalogservice-65bbf699df-2hv25,1m,19Mi
18:10:17,89,productcatalogservice-65bbf699df-8ztwv,1m,19Mi
18:10:17,89,frontend-7bd6f45654-dnhzb,1m,43Mi
18:10:17,89,paymentservice-9bfb7bf5-9mdwz,1m,126Mi
18:10:17,89,currencyservice-7c8fc8fc9c-rtbz4,1m,124Mi
18:10:17,89,checkoutservice-5b6d96c9b7-fwtng,1m,37Mi
18:10:17,89,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:10:17,89,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:10:17,89,shippingservice-f956b6d9f-m2h7g,1m,15Mi
18:10:17,89,shippingservice-f956b6d9f-ml5cg,1m,31Mi
18:10:27,90,currencyservice-7c8fc8fc9c-6tsnv,6m,99Mi
18:10:27,90,adservice-574bff445c-2zzqg,6m,150Mi
18:10:27,90,currencyservice-7c8fc8fc9c-s92sq,6m,74Mi
18:10:27,90,cartservice-db96d6fcc-6kndn,5m,128Mi
18:10:27,90,recommendationservice-7444754ff5-w69fs,4m,54Mi
18:10:27,90,recommendationservice-7444754ff5-kk4vc,4m,80Mi
18:10:27,90,emailservice-66944ff59-zvg4w,3m,56Mi
18:10:27,90,adservice-574bff445c-4w7zh,3m,194Mi
18:10:27,90,redis-cart-c8ff86559-gpcc7,3m,36Mi
18:10:27,90,recommendationservice-7444754ff5-w769g,3m,51Mi
18:10:27,90,checkoutservice-5b6d96c9b7-lwnbx,3m,16Mi
18:10:27,90,cartservice-db96d6fcc-x6v6f,3m,99Mi
18:10:27,90,emailservice-66944ff59-62x8j,3m,56Mi
18:10:27,90,emailservice-66944ff59-xh284,3m,56Mi
18:10:27,90,cartservice-db96d6fcc-tsdhc,3m,145Mi
18:10:27,90,paymentservice-9bfb7bf5-w2dt7,2m,68Mi
18:10:27,90,adservice-574bff445c-k5l76,2m,275Mi
18:10:27,90,productcatalogservice-65bbf699df-d9cxl,1m,43Mi
18:10:27,90,frontend-7bd6f45654-jwp2b,1m,21Mi
18:10:27,90,frontend-7bd6f45654-xmsf8,1m,21Mi
18:10:27,90,paymentservice-9bfb7bf5-x4kz9,1m,66Mi
18:10:27,90,productcatalogservice-65bbf699df-2hv25,1m,19Mi
18:10:27,90,productcatalogservice-65bbf699df-8ztwv,1m,19Mi
18:10:27,90,frontend-7bd6f45654-dnhzb,1m,43Mi
18:10:27,90,paymentservice-9bfb7bf5-9mdwz,1m,126Mi
18:10:27,90,currencyservice-7c8fc8fc9c-rtbz4,1m,124Mi
18:10:27,90,checkoutservice-5b6d96c9b7-fwtng,1m,37Mi
18:10:27,90,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:10:27,90,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:10:27,90,shippingservice-f956b6d9f-m2h7g,1m,15Mi
18:10:27,90,shippingservice-f956b6d9f-ml5cg,1m,31Mi
18:10:37,91,adservice-574bff445c-2zzqg,9m,150Mi
18:10:37,91,adservice-574bff445c-4w7zh,7m,194Mi
18:10:37,91,emailservice-66944ff59-zvg4w,5m,56Mi
18:10:37,91,emailservice-66944ff59-62x8j,4m,56Mi
18:10:37,91,emailservice-66944ff59-xh284,4m,56Mi
18:10:37,91,cartservice-db96d6fcc-x6v6f,4m,99Mi
18:10:37,91,recommendationservice-7444754ff5-kk4vc,4m,80Mi
18:10:37,91,cartservice-db96d6fcc-6kndn,4m,128Mi
18:10:37,91,recommendationservice-7444754ff5-w769g,4m,51Mi
18:10:37,91,recommendationservice-7444754ff5-w69fs,4m,54Mi
18:10:37,91,currencyservice-7c8fc8fc9c-rtbz4,3m,124Mi
18:10:37,91,cartservice-db96d6fcc-tsdhc,3m,145Mi
18:10:37,91,adservice-574bff445c-k5l76,3m,275Mi
18:10:37,91,redis-cart-c8ff86559-gpcc7,3m,36Mi
18:10:37,91,paymentservice-9bfb7bf5-x4kz9,3m,66Mi
18:10:37,91,currencyservice-7c8fc8fc9c-s92sq,2m,74Mi
18:10:37,91,paymentservice-9bfb7bf5-w2dt7,2m,68Mi
18:10:37,91,currencyservice-7c8fc8fc9c-6tsnv,2m,99Mi
18:10:37,91,checkoutservice-5b6d96c9b7-lwnbx,1m,16Mi
18:10:37,91,paymentservice-9bfb7bf5-9mdwz,1m,126Mi
18:10:37,91,frontend-7bd6f45654-xmsf8,1m,21Mi
18:10:37,91,productcatalogservice-65bbf699df-2hv25,1m,19Mi
18:10:37,91,productcatalogservice-65bbf699df-8ztwv,1m,19Mi
18:10:37,91,productcatalogservice-65bbf699df-d9cxl,1m,43Mi
18:10:37,91,frontend-7bd6f45654-jwp2b,1m,21Mi
18:10:37,91,frontend-7bd6f45654-dnhzb,1m,43Mi
18:10:37,91,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:10:37,91,checkoutservice-5b6d96c9b7-fwtng,1m,37Mi
18:10:37,91,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:10:37,91,shippingservice-f956b6d9f-m2h7g,1m,16Mi
18:10:37,91,shippingservice-f956b6d9f-ml5cg,1m,31Mi
18:10:47,92,currencyservice-7c8fc8fc9c-6tsnv,23m,102Mi
18:10:47,92,adservice-574bff445c-4w7zh,15m,197Mi
18:10:47,92,recommendationservice-7444754ff5-kk4vc,13m,80Mi
18:10:47,92,frontend-7bd6f45654-jwp2b,11m,21Mi
18:10:47,92,recommendationservice-7444754ff5-w69fs,10m,54Mi
18:10:47,92,cartservice-db96d6fcc-6kndn,9m,128Mi
18:10:47,92,cartservice-db96d6fcc-tsdhc,9m,145Mi
18:10:47,92,frontend-7bd6f45654-xmsf8,8m,21Mi
18:10:47,92,frontend-7bd6f45654-dnhzb,8m,43Mi
18:10:47,92,productcatalogservice-65bbf699df-d9cxl,7m,43Mi
18:10:47,92,adservice-574bff445c-2zzqg,6m,150Mi
18:10:47,92,currencyservice-7c8fc8fc9c-rtbz4,6m,124Mi
18:10:47,92,cartservice-db96d6fcc-x6v6f,5m,99Mi
18:10:47,92,adservice-574bff445c-k5l76,5m,275Mi
18:10:47,92,emailservice-66944ff59-62x8j,4m,56Mi
18:10:47,92,emailservice-66944ff59-zvg4w,4m,56Mi
18:10:47,92,emailservice-66944ff59-xh284,4m,56Mi
18:10:47,92,currencyservice-7c8fc8fc9c-s92sq,4m,74Mi
18:10:47,92,paymentservice-9bfb7bf5-w2dt7,4m,68Mi
18:10:47,92,recommendationservice-7444754ff5-w769g,4m,51Mi
18:10:47,92,productcatalogservice-65bbf699df-8ztwv,4m,19Mi
18:10:47,92,redis-cart-c8ff86559-gpcc7,4m,36Mi
18:10:47,92,paymentservice-9bfb7bf5-9mdwz,3m,126Mi
18:10:47,92,paymentservice-9bfb7bf5-x4kz9,3m,66Mi
18:10:47,92,productcatalogservice-65bbf699df-2hv25,2m,19Mi
18:10:47,92,checkoutservice-5b6d96c9b7-fwtng,2m,37Mi
18:10:47,92,shippingservice-f956b6d9f-m2h7g,2m,16Mi
18:10:47,92,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:10:47,92,checkoutservice-5b6d96c9b7-lwnbx,1m,16Mi
18:10:47,92,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:10:47,92,shippingservice-f956b6d9f-ml5cg,1m,31Mi
18:10:57,93,currencyservice-7c8fc8fc9c-6tsnv,23m,102Mi
18:10:57,93,adservice-574bff445c-4w7zh,15m,197Mi
18:10:57,93,recommendationservice-7444754ff5-kk4vc,13m,80Mi
18:10:57,93,frontend-7bd6f45654-jwp2b,11m,21Mi
18:10:57,93,recommendationservice-7444754ff5-w69fs,10m,54Mi
18:10:57,93,cartservice-db96d6fcc-6kndn,9m,128Mi
18:10:57,93,cartservice-db96d6fcc-tsdhc,9m,145Mi
18:10:57,93,frontend-7bd6f45654-xmsf8,8m,21Mi
18:10:57,93,frontend-7bd6f45654-dnhzb,8m,43Mi
18:10:57,93,productcatalogservice-65bbf699df-d9cxl,7m,43Mi
18:10:57,93,adservice-574bff445c-2zzqg,6m,150Mi
18:10:57,93,currencyservice-7c8fc8fc9c-rtbz4,6m,124Mi
18:10:57,93,cartservice-db96d6fcc-x6v6f,5m,99Mi
18:10:57,93,adservice-574bff445c-k5l76,5m,275Mi
18:10:57,93,emailservice-66944ff59-62x8j,4m,56Mi
18:10:57,93,emailservice-66944ff59-zvg4w,4m,56Mi
18:10:57,93,emailservice-66944ff59-xh284,4m,56Mi
18:10:57,93,currencyservice-7c8fc8fc9c-s92sq,4m,74Mi
18:10:57,93,paymentservice-9bfb7bf5-w2dt7,4m,68Mi
18:10:57,93,recommendationservice-7444754ff5-w769g,4m,51Mi
18:10:57,93,productcatalogservice-65bbf699df-8ztwv,4m,19Mi
18:10:57,93,redis-cart-c8ff86559-gpcc7,4m,36Mi
18:10:57,93,paymentservice-9bfb7bf5-9mdwz,3m,126Mi
18:10:57,93,paymentservice-9bfb7bf5-x4kz9,3m,66Mi
18:10:57,93,productcatalogservice-65bbf699df-2hv25,2m,19Mi
18:10:57,93,checkoutservice-5b6d96c9b7-fwtng,2m,37Mi
18:10:57,93,shippingservice-f956b6d9f-m2h7g,2m,16Mi
18:10:57,93,checkoutservice-5b6d96c9b7-tvvwl,1m,15Mi
18:10:57,93,checkoutservice-5b6d96c9b7-lwnbx,1m,16Mi
18:10:57,93,shippingservice-f956b6d9f-g5j6b,1m,15Mi
18:10:57,93,shippingservice-f956b6d9f-ml5cg,1m,31Mi
18:11:07,94,currencyservice-7c8fc8fc9c-6tsnv,28m,102Mi
18:11:07,94,adservice-574bff445c-4w7zh,26m,199Mi
18:11:07,94,recommendationservice-7444754ff5-kk4vc,18m,80Mi
18:11:07,94,cartservice-db96d6fcc-tsdhc,16m,145Mi
18:11:07,94,frontend-7bd6f45654-jwp2b,16m,21Mi
18:11:07,94,frontend-7bd6f45654-xmsf8,13m,21Mi
18:11:07,94,cartservice-db96d6fcc-6kndn,12m,129Mi
18:11:07,94,currencyservice-7c8fc8fc9c-rtbz4,12m,124Mi
18:11:07,94,frontend-7bd6f45654-dnhzb,11m,43Mi
18:11:07,94,productcatalogservice-65bbf699df-d9cxl,11m,43Mi
18:11:07,94,recommendationservice-7444754ff5-w69fs,11m,54Mi
18:11:07,94,adservice-574bff445c-2zzqg,9m,150Mi
