timestamp,snapshot,pod,cpu_m,ram_mi
18:09:01,12,paymentservice-9bfb7bf5-x4kz9,3,66
18:09:01,12,productcatalogservice-65bbf699df-2hv25,2,19
18:09:01,12,productcatalogservice-65bbf699df-8ztwv,2,19
18:09:01,12,productcatalogservice-65bbf699df-d9cxl,14,43
18:09:01,12,recommendationservice-7444754ff5-kk4vc,19,80
18:09:01,12,recommendationservice-7444754ff5-w69fs,6,54
18:09:01,12,recommendationservice-7444754ff5-w769g,5,51
18:09:01,12,redis-cart-c8ff86559-gpcc7,3,36
18:09:01,12,shippingservice-f956b6d9f-g5j6b,1,15
18:09:01,12,shippingservice-f956b6d9f-m2h7g,2,15
18:09:01,12,shippingservice-f956b6d9f-ml5cg,2,31
18:09:11,13,adservice-574bff445c-2zzqg,8,147
18:09:11,13,adservice-574bff445c-4w7zh,27,188
18:09:11,13,adservice-574bff445c-k5l76,5,275
18:09:11,13,cartservice-db96d6fcc-6kndn,10,126
18:09:11,13,cartservice-db96d6fcc-tsdhc,11,145
18:09:11,13,cartservice-db96d6fcc-x6v6f,10,95
18:09:11,13,checkoutservice-5b6d96c9b7-fwtng,3,37
18:09:11,13,checkoutservice-5b6d96c9b7-lwnbx,1,15
18:09:11,13,checkoutservice-5b6d96c9b7-tvvwl,1,15
18:09:11,13,currencyservice-7c8fc8fc9c-6tsnv,20,100
18:09:11,13,currencyservice-7c8fc8fc9c-rtbz4,13,124
18:09:11,13,currencyservice-7c8fc8fc9c-s92sq,3,72
18:09:11,13,emailservice-66944ff59-62x8j,4,56
18:09:11,13,emailservice-66944ff59-xh284,4,56
18:09:11,13,emailservice-66944ff59-zvg4w,5,56
18:09:11,13,frontend-7bd6f45654-dnhzb,14,43
18:09:11,13,frontend-7bd6f45654-jwp2b,15,21
18:09:11,13,frontend-7bd6f45654-xmsf8,5,21
18:09:11,13,paymentservice-9bfb7bf5-9mdwz,3,126
18:09:11,13,paymentservice-9bfb7bf5-w2dt7,3,68
18:09:11,13,paymentservice-9bfb7bf5-x4kz9,3,66
18:09:11,13,productcatalogservice-65bbf699df-2hv25,2,19
18:09:11,13,productcatalogservice-65bbf699df-8ztwv,2,19
18:09:11,13,productcatalogservice-65bbf699df-d9cxl,14,43
18:09:11,13,recommendationservice-7444754ff5-kk4vc,19,80
18:09:11,13,recommendationservice-7444754ff5-w69fs,6,54
18:09:11,13,recommendationservice-7444754ff5-w769g,5,51
18:09:11,13,redis-cart-c8ff86559-gpcc7,3,36
18:09:11,13,shippingservice-f956b6d9f-g5j6b,1,15
18:09:11,13,shippingservice-f956b6d9f-m2h7g,2,15
18:09:11,13,shippingservice-f956b6d9f-ml5cg,2,31
18:09:21,14,adservice-574bff445c-2zzqg,6,147
18:09:21,14,adservice-574bff445c-4w7zh,21,194
18:09:21,14,adservice-574bff445c-k5l76,5,275
18:09:21,14,cartservice-db96d6fcc-6kndn,17,126
18:09:21,14,cartservice-db96d6fcc-tsdhc,10,145
18:09:21,14,cartservice-db96d6fcc-x6v6f,31,98
18:09:21,14,checkoutservice-5b6d96c9b7-fwtng,2,37
