Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,448,69,59,118.2140922388394,1.0830829999974867,1701.4445410000008,9714.06919642857,3.7505623443761134,0.5776535753614996,60,110,140,170,240,400,860,1100,1700,1700,1700
GET,/cart,2068,363,29,75.54849694729201,0.8076660000000402,1889.4744589999987,11168.804642166344,17.312863678950453,3.038960113858324,29,54,73,87,150,250,690,1100,1700,1900,1900
POST,/cart [add],2667,506,41,96.80644764341965,2.070542000012665,2065.7738329999943,14387.997000374953,22.32756645636405,4.236126219317664,41,79,110,130,190,280,730,1200,1900,2100,2100
POST,/cart/checkout,808,1,61,77.76888210272261,6.954999999997824,1894.8592500000104,5015.717821782178,6.764407085392634,0.00837179094726811,61,92,97,99,140,190,290,400,1900,1900,1900
GET,/product/[id],7766,1398,27,65.58335765413355,0.8398749999969368,1106.1110000000126,6004.9284058717485,65.01532849648414,11.703763744280819,27,53,71,83,130,210,640,820,1000,1100,1100
POST,/setCurrency,1473,234,63,119.35394484453496,1.9407919999991918,1693.4396249999963,9692.152070604208,12.331648065325927,1.9589990816607379,63,100,140,160,270,390,830,1100,1700,1700,1700
,Aggregated,15230,2571,34,79.79927602836543,0.8076660000000402,2065.7738329999943,8587.346881155614,127.50237612689332,21.52387452542631,34,64,87,99,170,270,670,900,1700,2000,2100
