adservice-574bff445c-dq4dw               96m    283Mi   
adservice-574bff445c-jc7m4               3m     173Mi   
adservice-574bff445c-tbr78               3m     182Mi   
cartservice-765b6959c9-bcmfz             156m   163Mi   
cartservice-765b6959c9-n6fwn             1m     113Mi   
cartservice-765b6959c9-qnq65             2m     111Mi   
checkoutservice-5b6d96c9b7-6fth9         9m     20Mi    
checkoutservice-5b6d96c9b7-9bqv8         29m    38Mi    
checkoutservice-5b6d96c9b7-j6swl         1m     16Mi    
currencyservice-7c8fc8fc9c-9dtdc         129m   111Mi   
currencyservice-7c8fc8fc9c-fknl8         2m     83Mi    
currencyservice-7c8fc8fc9c-vt2gd         199m   124Mi   
emailservice-66944ff59-8jhrl             3m     56Mi    
emailservice-66944ff59-xd6ch             16m    57Mi    
emailservice-66944ff59-xhss4             3m     56Mi    
frontend-7bd6f45654-8lrp5                139m   56Mi    
frontend-7bd6f45654-kpk99                197m   32Mi    
frontend-7bd6f45654-zl99v                146m   31Mi    
paymentservice-9bfb7bf5-gfxs2            10m    126Mi   
paymentservice-9bfb7bf5-s8hj7            4m     77Mi    
paymentservice-9bfb7bf5-t6d8q            1m     80Mi    
productcatalogservice-65bbf699df-cv7w7   3m     20Mi    
productcatalogservice-65bbf699df-jvkg4   74m    22Mi    
productcatalogservice-65bbf699df-vsc98   130m   44Mi    
recommendationservice-7444754ff5-9t2qj   197m   55Mi    
recommendationservice-7444754ff5-sg55v   79m    59Mi    
redis-cart-c8ff86559-lhjtw               13m    37Mi    
shippingservice-f956b6d9f-cdqmk          17m    17Mi    
shippingservice-f956b6d9f-scpqb          1m     16Mi    
shippingservice-f956b6d9f-z5rrl          14m    33Mi    
