users,p50,p90,p99,fails,failpct,rps,estado
100,190,350,690,0,0.0,161.05889197242095,Aviso
200,320,630,980,0,0.0,182.24689793611506,Aviso
300,360,700,1000,0,0.0,174.38795895302667,Aviso
400,360,730,1200,0,0.0,172.7244176209144,Aviso
