adservice-574bff445c-dq4dw               95m    282Mi   
adservice-574bff445c-jc7m4               7m     170Mi   
adservice-574bff445c-tbr78               7m     179Mi   
cartservice-765b6959c9-bcmfz             147m   163Mi   
cartservice-765b6959c9-n6fwn             2m     113Mi   
cartservice-765b6959c9-qnq65             2m     111Mi   
checkoutservice-5b6d96c9b7-6fth9         8m     20Mi    
checkoutservice-5b6d96c9b7-9bqv8         31m    38Mi    
checkoutservice-5b6d96c9b7-j6swl         1m     16Mi    
currencyservice-7c8fc8fc9c-9dtdc         109m   104Mi   
currencyservice-7c8fc8fc9c-fknl8         2m     82Mi    
currencyservice-7c8fc8fc9c-vt2gd         194m   110Mi   
emailservice-66944ff59-8jhrl             3m     56Mi    
emailservice-66944ff59-xd6ch             19m    57Mi    
emailservice-66944ff59-xhss4             3m     56Mi    
frontend-7bd6f45654-8lrp5                166m   56Mi    
frontend-7bd6f45654-kpk99                188m   31Mi    
frontend-7bd6f45654-zl99v                130m   28Mi    
paymentservice-9bfb7bf5-gfxs2            11m    126Mi   
paymentservice-9bfb7bf5-s8hj7            4m     77Mi    
paymentservice-9bfb7bf5-t6d8q            2m     78Mi    
productcatalogservice-65bbf699df-cv7w7   3m     20Mi    
productcatalogservice-65bbf699df-jvkg4   66m    22Mi    
productcatalogservice-65bbf699df-vsc98   141m   43Mi    
recommendationservice-7444754ff5-9t2qj   184m   55Mi    
recommendationservice-7444754ff5-fthxq   200m   82Mi    
recommendationservice-7444754ff5-sg55v   3m     51Mi    
redis-cart-c8ff86559-lhjtw               12m    37Mi    
shippingservice-f956b6d9f-cdqmk          14m    17Mi    
shippingservice-f956b6d9f-scpqb          1m     16Mi    
shippingservice-f956b6d9f-z5rrl          18m    33Mi    
