Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,621,0,13,99.54128268599005,7.214541999999824,1080.293416999993,10550.183574879227,5.203391911254353,0.0,13,17,42,140,390,570,710,800,1100,1100,1100
GET,/cart,2360,0,390.0,503.51640348220434,3.074624999996445,1776.5755829999962,13374.77627118644,19.774565073365977,0.0,390,670,860,960,1200,1300,1400,1400,1500,1800,1800
POST,/cart [add],3062,0,390.0,498.98566259274946,4.761999999999489,1852.1361669999976,17621.701502286087,25.656660277392636,0.0,390,630,800,910,1100,1300,1400,1500,1800,1900,1900
POST,/cart/checkout,1071,0,400.0,510.5937702614371,7.936582999999331,1811.8517919999988,6334.607843137255,8.97396575998939,0.0,400,610,800,900,1200,1300,1400,1500,1500,1800,1800
GET,/product/[id],9647,0,400.0,512.8648255922058,2.6831249999901274,1693.0112499999977,7548.608479319996,80.83272426388203,0.0,400,690,870,980,1200,1300,1400,1400,1600,1700,1700
POST,/setCurrency,1903,0,15,120.1180039474513,8.000791000000618,1090.510082999998,10556.717288491855,15.945337853650617,0.0,15,21,85,190,480,630,820,890,1100,1100,1100
,Aggregated,18664,0,320.0,455.4782152579827,2.6831249999901274,1852.1361669999976,10274.807651093013,156.386645139535,0.0,320,590,780,900,1100,1300,1400,1400,1600,1800,1900
