adservice-6b57f598-9456d                 37m    248Mi   
adservice-6b57f598-p6vkh                 42m    245Mi   
adservice-6b57f598-rrz8r                 40m    244Mi   
cartservice-5c9cb955f-4dbt9              86m    134Mi   
cartservice-5c9cb955f-9lj5d              87m    134Mi   
cartservice-5c9cb955f-rt5kp              98m    141Mi   
checkoutservice-6f4dbd65bf-dgbw9         15m    25Mi    
checkoutservice-6f4dbd65bf-kmlms         20m    25Mi    
checkoutservice-6f4dbd65bf-svwng         20m    25Mi    
currencyservice-85c6cd6dbb-8pc2d         200m   74Mi    
currencyservice-85c6cd6dbb-kfvch         200m   79Mi    
currencyservice-85c6cd6dbb-t74rc         200m   73Mi    
emailservice-58fdf4955b-lx9n2            6m     59Mi    
emailservice-58fdf4955b-q25zn            6m     60Mi    
emailservice-58fdf4955b-t69q8            7m     59Mi    
envoy-grpc-lb-648f879c96-mjscl           484m   36Mi    
frontend-56d4848657-kdp2g                196m   37Mi    
frontend-56d4848657-nmdlk                197m   37Mi    
frontend-56d4848657-sng5f                197m   36Mi    
paymentservice-8496df49b8-2fqnb          8m     63Mi    
paymentservice-8496df49b8-lktgk          8m     59Mi    
paymentservice-8496df49b8-tl6pp          7m     59Mi    
productcatalogservice-5f85bf894b-blwzq   118m   27Mi    
productcatalogservice-5f85bf894b-d9xgg   119m   23Mi    
productcatalogservice-5f85bf894b-gdkbb   119m   24Mi    
recommendationservice-7d7f9f7777-5lpf2   120m   60Mi    
recommendationservice-7d7f9f7777-s2tp8   114m   60Mi    
recommendationservice-7d7f9f7777-t9jvv   117m   60Mi    
redis-cart-c8ff86559-stdzn               16m    11Mi    
shippingservice-68d7cfb5f8-lxf2h         14m    24Mi    
shippingservice-68d7cfb5f8-mtt26         13m    20Mi    
shippingservice-68d7cfb5f8-x26bd         14m    19Mi    
