adservice-574bff445c-qb9cj               225m   143Mi   
cartservice-7c84fdfb6-m5m6d              184m   188Mi   
checkoutservice-5b6d96c9b7-45rkr         60m    38Mi    
currencyservice-7c8fc8fc9c-4hm9g         183m   125Mi   
currencyservice-7c8fc8fc9c-5frj9         2m     80Mi    
currencyservice-7c8fc8fc9c-mgwx9         170m   111Mi   
emailservice-66944ff59-2lcjl             31m    95Mi    
frontend-7bd6f45654-przgb                156m   38Mi    
frontend-7bd6f45654-s2s7z                169m   57Mi    
frontend-7bd6f45654-vfxkp                149m   37Mi    
paymentservice-9bfb7bf5-kgd56            22m    115Mi   
productcatalogservice-65bbf699df-j2fmg   118m   44Mi    
recommendationservice-7444754ff5-n8cbh   161m   60Mi    
redis-cart-c8ff86559-kcf44               17m    37Mi    
shippingservice-f956b6d9f-w7n4b          37m    35Mi    
