Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,360,0,22,36.99498218611098,13.052792000003421,388.28466699999353,10559.294444444444,3.0227013231231097,0.0,22,32,44,53,80,100,140,150,390,390,390
GET,/cart,1871,0,13,22.946906350614643,6.590457999998023,642.5343749999968,14051.020309994656,15.70965048767594,0.0,13,17,22,28,46,61,86,100,560,640,640
POST,/cart [add],2430,0,19,29.151865395061588,10.185416000000558,645.5128340000016,18180.799588477366,20.40323393108099,0.0,19,24,32,38,54,77,100,130,570,650,650
POST,/cart/checkout,892,0,20,31.736746004484193,12.022666000000015,257.34237499999324,6805.947309417041,7.489582167293928,0.0,21,28,39,46,64,86,100,130,260,260,260
GET,/product/[id],6984,0,12,20.65413975615705,6.775541999999746,687.8605839999921,7988.962056128294,58.64040566858833,0.0,12,14,17,22,38,53,81,110,570,690,690
POST,/setCurrency,1349,0,24,39.42841064492224,13.766166999999996,332.3729999999969,10562.20385470719,11.32673356914743,0.0,24,34,45,55,79,100,160,200,320,330,330
,Aggregated,13886,0,15,25.409585462480205,6.590457999998023,687.8605839999921,10829.927768975947,116.59230714690973,0.0,15,20,25,31,50,71,100,140,560,680,690
