Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,234,0,11,26.83759600854706,8.023584000000028,776.4444580000003,10557.68376068376,1.9594856595376116,0.0,11,12,13,14,24,68,310,580,780,780,780
GET,/cart,1371,0,7,19.636157542669565,3.725417000005393,928.7461660000033,14274.010211524435,11.480576236008826,0.0,7,8,9,10,14,31,170,550,880,930,930
POST,/cart [add],1907,0,10,23.903940832721567,5.876208999993082,1138.0219999999995,18198.828002097536,15.968970738197543,0.0,10,11,12,13,19,43,80,740,1000,1100,1100
POST,/cart/checkout,712,0,10,14.751661978932605,7.000834000010059,1007.0821660000036,6806.865168539326,5.9621956820118776,0.0,10,11,12,13,18,29,66,89,1000,1000,1000
GET,/product/[id],5060,0,7,23.812593531225197,3.831915999995772,978.5850829999987,7983.942885375494,42.37178391991587,0.0,7,8,9,9,14,36,310,680,950,980,980
POST,/setCurrency,1030,0,13,27.587831387378625,7.584208000004367,922.9047920000006,10562.818446601941,8.625086450101453,0.0,13,14,15,16,30,46,270,560,840,920,920
,Aggregated,10314,0,9,23.094469415454714,3.725417000005393,1138.0219999999995,10943.404401783982,86.36809868577319,0.0,9,10,11,12,18,37,160,610,960,1000,1100
