adservice-6b57f598-9456d                 40m    249Mi   
adservice-6b57f598-p6vkh                 42m    246Mi   
adservice-6b57f598-rrz8r                 42m    244Mi   
cartservice-5c9cb955f-4dbt9              114m   138Mi   
cartservice-5c9cb955f-9lj5d              101m   136Mi   
cartservice-5c9cb955f-rt5kp              105m   143Mi   
checkoutservice-6f4dbd65bf-dgbw9         22m    26Mi    
checkoutservice-6f4dbd65bf-kmlms         25m    25Mi    
checkoutservice-6f4dbd65bf-svwng         24m    25Mi    
currencyservice-85c6cd6dbb-8pc2d         200m   78Mi    
currencyservice-85c6cd6dbb-kfvch         200m   84Mi    
currencyservice-85c6cd6dbb-t74rc         200m   78Mi    
emailservice-58fdf4955b-lx9n2            8m     59Mi    
emailservice-58fdf4955b-q25zn            7m     60Mi    
emailservice-58fdf4955b-t69q8            8m     59Mi    
envoy-grpc-lb-648f879c96-mjscl           481m   38Mi    
frontend-56d4848657-kdp2g                195m   41Mi    
frontend-56d4848657-nmdlk                194m   42Mi    
frontend-56d4848657-sng5f                197m   39Mi    
paymentservice-8496df49b8-2fqnb          8m     66Mi    
paymentservice-8496df49b8-lktgk          8m     61Mi    
paymentservice-8496df49b8-tl6pp          10m    61Mi    
productcatalogservice-5f85bf894b-blwzq   121m   28Mi    
productcatalogservice-5f85bf894b-d9xgg   121m   23Mi    
productcatalogservice-5f85bf894b-gdkbb   122m   24Mi    
recommendationservice-7d7f9f7777-5lpf2   140m   60Mi    
recommendationservice-7d7f9f7777-s2tp8   138m   60Mi    
recommendationservice-7d7f9f7777-t9jvv   140m   60Mi    
redis-cart-c8ff86559-stdzn               18m    11Mi    
shippingservice-68d7cfb5f8-lxf2h         16m    24Mi    
shippingservice-68d7cfb5f8-mtt26         17m    20Mi    
shippingservice-68d7cfb5f8-x26bd         16m    24Mi    
