Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,281,94,130.0,563.5885735729532,1.3882499999979814,14467.431332999997,8731.576512455516,2.3530331510549636,0.7871356448368917,130,200,270,310,460,1100,11000,14000,14000,14000,14000
GET,/cart,1196,333,160.0,312.77475582190664,1.1675829999973075,8617.878124999997,11865.41220735786,10.01504501303109,2.7884698907519674,160,210,250,280,460,1400,3300,4200,6000,8600,8600
POST,/cart [add],1598,483,180.0,332.3116403704628,3.6279159999992316,12062.031540999997,14446.224030037547,13.38130596222716,4.04453740910871,180,250,290,320,470,940,3600,4700,6100,12000,12000
POST,/cart/checkout,415,0,200.0,333.43369387710896,12.762915999999791,7990.750334000001,6806.455421686747,3.4751201341203197,0.0,200,220,270,290,380,870,3000,3500,8000,8000,8000
GET,/product/[id],4687,1351,150.0,237.5670121683383,1.3770420000014383,3882.2980829999983,7153.742052485599,39.247923056920335,11.31298144866639,150,200,230,260,340,640,2300,3200,3700,3900,3900
POST,/setCurrency,915,272,130.0,456.9999912185784,2.3616659999987633,13416.661292,8936.661202185793,7.662011861976127,2.277669099953559,130,210,270,310,510,1000,7300,8800,13000,13000,13000
,Aggregated,9092,2533,160.0,300.6475538282018,1.1675829999973075,14467.431332999997,9267.596238451386,76.13443917932999,21.210793493317517,160,210,250,280,390,810,3100,3700,12000,14000,14000
