Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,494,0,170.0,206.69354484817802,11.897542000001593,1012.6691250000022,10551.846153846154,4.136189788290528,0.0,170,210,260,300,430,520,670,740,1000,1000,1000
GET,/cart,1863,0,270.0,355.1011556838436,8.587957999999674,1369.9962910000067,13754.29683306495,15.59862667122521,0.0,270,480,600,640,730,790,940,1000,1200,1400,1400
POST,/cart [add],2378,0,310.0,402.4505127691334,11.711416999999003,1755.1883329999996,18107.74306139613,19.910646389787196,0.0,310,540,640,690,780,880,1100,1200,1600,1800,1800
POST,/cart/checkout,878,0,270.0,365.01085239749455,14.994165999999254,1773.262625000001,6806.3952164009115,7.351365656111505,0.0,270,530,620,690,790,880,990,1100,1800,1800,1800
GET,/product/[id],7679,0,250.0,340.6763224352132,7.7438330000010325,1496.219625000002,7980.546946216955,64.2951445025971,0.0,250,500,600,630,700,760,820,880,1300,1500,1500
POST,/setCurrency,1543,0,180.0,228.134765126377,14.381957999999528,1373.580249999989,10556.53726506805,12.919313448041061,0.0,180,240,290,330,480,600,770,890,1300,1400,1400
,Aggregated,14835,0,240.0,337.6631165846995,7.7438330000010325,1773.262625000001,10613.040242669364,124.21128645605259,0.0,240,450,580,620,710,780,890,1000,1400,1800,1800
