timestamp,snapshot,pod,cpu_m,ram_mi
16:59:27,15,adservice-574bff445c-k5l76,13,288
16:59:27,15,cartservice-db96d6fcc-tsdhc,14,139
16:59:27,15,checkoutservice-5b6d96c9b7-fwtng,2,36
16:59:27,15,currencyservice-7c8fc8fc9c-rtbz4,24,113
16:59:27,15,emailservice-66944ff59-zvg4w,4,56
16:59:27,15,frontend-7bd6f45654-dnhzb,27,42
16:59:27,15,paymentservice-9bfb7bf5-9mdwz,2,122
16:59:27,15,productcatalogservice-65bbf699df-d9cxl,12,42
16:59:27,15,recommendationservice-7444754ff5-kk4vc,19,80
16:59:27,15,redis-cart-c8ff86559-gpcc7,3,36
16:59:27,15,shippingservice-f956b6d9f-ml5cg,2,30
16:59:37,16,adservice-574bff445c-k5l76,9,289
16:59:37,16,cartservice-db96d6fcc-tsdhc,12,139
16:59:37,16,checkoutservice-5b6d96c9b7-fwtng,2,36
16:59:37,16,currencyservice-7c8fc8fc9c-rtbz4,23,116
16:59:37,16,emailservice-66944ff59-zvg4w,5,56
16:59:37,16,frontend-7bd6f45654-dnhzb,23,41
16:59:37,16,paymentservice-9bfb7bf5-9mdwz,3,122
16:59:37,16,productcatalogservice-65bbf699df-d9cxl,10,42
16:59:37,16,recommendationservice-7444754ff5-kk4vc,16,80
16:59:37,16,redis-cart-c8ff86559-gpcc7,4,36
16:59:37,16,shippingservice-f956b6d9f-ml5cg,2,30
16:59:48,17,adservice-574bff445c-k5l76,3,289
16:59:48,17,cartservice-db96d6fcc-tsdhc,5,140
16:59:48,17,checkoutservice-5b6d96c9b7-fwtng,2,36
16:59:48,17,currencyservice-7c8fc8fc9c-rtbz4,2,114
16:59:48,17,emailservice-66944ff59-zvg4w,4,56
16:59:48,17,frontend-7bd6f45654-dnhzb,1,41
16:59:48,17,paymentservice-9bfb7bf5-9mdwz,1,122
16:59:48,17,productcatalogservice-65bbf699df-d9cxl,1,42
16:59:48,17,recommendationservice-7444754ff5-kk4vc,5,80
16:59:48,17,redis-cart-c8ff86559-gpcc7,3,36
16:59:48,17,shippingservice-f956b6d9f-ml5cg,1,30
16:59:58,18,adservice-574bff445c-k5l76,3,289
16:59:58,18,cartservice-db96d6fcc-tsdhc,5,140
16:59:58,18,checkoutservice-5b6d96c9b7-fwtng,2,36
16:59:58,18,currencyservice-7c8fc8fc9c-rtbz4,2,114
16:59:58,18,emailservice-66944ff59-zvg4w,4,56
16:59:58,18,frontend-7bd6f45654-dnhzb,1,41
16:59:58,18,paymentservice-9bfb7bf5-9mdwz,1,122
16:59:58,18,productcatalogservice-65bbf699df-d9cxl,1,42
16:59:58,18,recommendationservice-7444754ff5-kk4vc,5,80
16:59:58,18,redis-cart-c8ff86559-gpcc7,3,36
16:59:58,18,shippingservice-f956b6d9f-ml5cg,1,30
17:00:08,19,adservice-574bff445c-k5l76,1,289
17:00:08,19,cartservice-db96d6fcc-tsdhc,2,140
17:00:08,19,checkoutservice-5b6d96c9b7-fwtng,1,36
17:00:08,19,currencyservice-7c8fc8fc9c-rtbz4,2,114
17:00:08,19,emailservice-66944ff59-zvg4w,4,56
17:00:08,19,frontend-7bd6f45654-dnhzb,1,41
17:00:08,19,paymentservice-9bfb7bf5-9mdwz,1,122
17:00:08,19,productcatalogservice-65bbf699df-d9cxl,1,42
17:00:08,19,recommendationservice-7444754ff5-kk4vc,4,80
17:00:08,19,redis-cart-c8ff86559-gpcc7,3,36
17:00:08,19,shippingservice-f956b6d9f-ml5cg,1,30
17:00:18,20,adservice-574bff445c-k5l76,2,288
17:00:18,20,cartservice-db96d6fcc-tsdhc,2,140
17:00:18,20,checkoutservice-5b6d96c9b7-fwtng,1,36
17:00:18,20,currencyservice-7c8fc8fc9c-rtbz4,1,114
17:00:18,20,emailservice-66944ff59-zvg4w,4,56
17:00:18,20,frontend-7bd6f45654-dnhzb,1,41
17:00:18,20,paymentservice-9bfb7bf5-9mdwz,1,122
17:00:18,20,productcatalogservice-65bbf699df-d9cxl,1,42
17:00:18,20,recommendationservice-7444754ff5-kk4vc,4,80
17:00:18,20,redis-cart-c8ff86559-gpcc7,3,36
17:00:18,20,shippingservice-f956b6d9f-ml5cg,1,30
17:00:28,21,adservice-574bff445c-k5l76,2,288
17:00:28,21,cartservice-db96d6fcc-tsdhc,2,140
17:00:28,21,checkoutservice-5b6d96c9b7-fwtng,1,36
17:00:28,21,currencyservice-7c8fc8fc9c-rtbz4,1,114
17:00:28,21,emailservice-66944ff59-zvg4w,4,56
17:00:28,21,frontend-7bd6f45654-dnhzb,1,41
17:00:28,21,paymentservice-9bfb7bf5-9mdwz,1,122
17:00:28,21,productcatalogservice-65bbf699df-d9cxl,1,42
17:00:28,21,recommendationservice-7444754ff5-kk4vc,4,80
17:00:28,21,redis-cart-c8ff86559-gpcc7,3,36
17:00:28,21,shippingservice-f956b6d9f-ml5cg,1,30
17:00:38,22,adservice-574bff445c-k5l76,3,289
17:00:38,22,cartservice-db96d6fcc-tsdhc,3,140
