adservice-574bff445c-6mj7s               53m    288Mi   
cartservice-7c84fdfb6-m5m6d              97m    176Mi   
checkoutservice-5b6d96c9b7-45rkr         20m    38Mi    
currencyservice-7c8fc8fc9c-4hm9g         162m   123Mi   
emailservice-66944ff59-2lcjl             11m    94Mi    
frontend-7bd6f45654-s2s7z                199m   54Mi    
paymentservice-9bfb7bf5-kgd56            9m     123Mi   
productcatalogservice-65bbf699df-7w28t   1m     17Mi    
productcatalogservice-65bbf699df-j2fmg   95m    43Mi    
productcatalogservice-65bbf699df-qntf5   1m     17Mi    
recommendationservice-7444754ff5-n8cbh   195m   81Mi    
redis-cart-c8ff86559-kcf44               8m     36Mi    
shippingservice-f956b6d9f-w7n4b          19m    31Mi    
